# Hub Local Request Monitor - Slice[0] Bank[3]
# Format: Time(ns) | ReqCh | ReqAddrFullHex | ReqRW(1=Write,0=Read) | HasValidReadReq | HandshakeType | ArbValidMask | ReqRwMask
# HandshakeType: NON_WRITE_REQ / WRITE_NO_VALID_READ / WRITE_WITH_VALID_READ
# ========================================
[13329000] INFO: slice start (cycle=0)
    13614000 |     8 | 0x180000 |                1 |               0 | WRITE_NO_VALID_READ | 0b0100000000 | 0b1100000000
    14379000 |     8 | 0x1800ec |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14382000 |     9 | 0x1800eb |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14384000 |     8 | 0x1800ee |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14387000 |     9 | 0x1800ed |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14389000 |     8 | 0x1800f0 |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14392000 |     9 | 0x1800ef |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14394000 |     8 | 0x1800f2 |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14397000 |     9 | 0x1800f1 |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14399000 |     8 | 0x1800f4 |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14402000 |     9 | 0x1800f3 |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14404000 |     8 | 0x1800f6 |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14407000 |     9 | 0x1800f5 |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14409000 |     8 | 0x1800f8 |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14412000 |     9 | 0x1800f7 |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14414000 |     8 | 0x1800fa |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14417000 |     9 | 0x1800f9 |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14419000 |     8 | 0x1800fc |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14422000 |     9 | 0x1800fb |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14424000 |     8 | 0x1800fe |                1 |               0 | WRITE_NO_VALID_READ | 0b1100000000 | 0b1100000000
    14427000 |     9 | 0x1800fd |                1 |               0 | WRITE_NO_VALID_READ | 0b1000000000 | 0b1100000000
    14429000 |     9 | 0x1800ff |                1 |               0 | WRITE_NO_VALID_READ | 0b1000000000 | 0b1100000000
# Total handshakes: 256
